HARGA;LT;LB;JKT;JKM;Kota;
2800000000;156;160;3;2;Bandung;
6800000000;288;400;4;4;Bandung;
800000000;130;72;3;2;Bandung;
8500000000;289;251;0;0;Bandung;
6800000000;288;400;5;6;Bandung;
18000000000;467;240;12;5;Bandung;
3600000000;267;267;1;1;Bandung;
8500000000;376;500;7;4;Bandung;
6800000000;288;400;5;6;Bandung;
7800000000;311;465;4;4;Bandung;
3500000000;233;250;6;2;Bandung;
1700000000;72;130;4;4;Bandung;
6000000000;224;216;6;4;Bandung;
30000000000;1205;350;5;3;Bandung;
18000000000;800;1000;5;8;Bandung;
7800000000;311;456;4;4;Bandung;
1600000000;150;250;13;5;Bandung;
1950000000;112;180;4;4;Bandung;
1790000000;213;279;6;4;Bandung;
1650000000;126;145;4;2;Bandung;
3500000000;126;300;15;15;Bandung;
8250000000;311;465;4;4;Bandung;
2650000000;170;225;11;3;Bandung;
550000000;78;180;3;2;Bandung;
1900000000;224;126;4;3;Bandung;
1700000000;150;250;13;5;Bandung;
1500000000;165;150;9;9;Bandung;
3800000000;190;170;3;1;Bandung;
6800000000;225;283;5;3;Bandung;
3800000000;145;280;4;4;Bandung;
12700000000;1424;1000;5;5;Bandung;
3900000000;230;230;3;2;Bandung;
18500000000;478;500;4;4;Bandung;
24800000000;775;480;1;1;Bandung;
3000000000;300;200;4;2;Bandung;
5000000000;165;200;2;2;Bandung;
1650000000;80;100;3;2;Bandung;
9500000000;524;430;6;5;Bandung;
6700000000;261;200;3;2;Bandung;
3750000000;392;300;0;0;Bandung;
6600000000;283;220;5;3;Bandung;
4000000000;175;280;1;3;Bandung;
3500000000;250;300;4;6;Bandung;
5800000000;410;300;7;4;Bandung;
18000000000;478;500;4;4;Bandung;
2850000000;173;300;14;9;Bandung;
12500000000;784;200;8;6;Bandung;
5620000000;308;295;5;3;Bandung;
6100000000;450;287;28;28;Bandung;
2500000000;219;400;7;5;Bandung;
8900000000;380;500;7;6;Bandung;
1650000000;105;170;4;3;Bandung;
25000000000;848;800;11;8;Bandung;
12000000000;300;800;7;6;Bandung;
6100000000;450;287;28;28;Bandung;
2500000000;219;400;7;5;Bandung;
2000000000;112;180;3;2;Bandung;
2000000000;112;180;3;2;Bandung;
10000000000;190;320;6;4;Bandung;
4900000000;191;160;7;2;Bandung;
1600000000;131;200;3;2;Bandung;
8900000000;380;500;7;6;Bandung;
500000000;59;50;2;1;Bandung;
10000000000;687;550;3;2;Bandung;
3250000000;140;1;5;2;Bandung;
1600000000;131;200;3;2;Bandung;
8500000000;408;500;6;3;Bandung;
4500000000;390;262;6;3;Bandung;
1710000000;160;120;4;2;Bandung;
2500000000;185;160;2;1;Bandung;
2630000000;203;388;0;0;Bandung;
12800000000;325;205;6;4;Bandung;
10000000000;277;400;6;3;Bandung;
1500000000;90;106;3;2;Bandung;
2700000000;155;265;4;4;Bandung;
2400000000;196;109;4;2;Bandung;
6300000000;287;450;28;28;Bandung;
2750000000;187;185;4;4;Bandung;
2300000000;257;300;4;2;Bandung;
2600000000;120;145;4;3;Bandung;
2800000000;142;240;7;4;Bandung;
625000000;56;78;3;2;Bandung;
7000000000;190;230;5;3;Bandung;
2100000000;102;160;4;4;Bandung;
1500000000;144;250;19;3;Bandung;
2000000000;221;165;3;2;Bandung;
2000000000;210;169;5;2;Bandung;
3800000000;365;300;6;4;Bandung;
2100000000;114;170;3;4;Bandung;
3900000000;210;230;4;2;Bandung;
7800000000;311;465;4;4;Bandung;
2450000000;100;170;0;3;Bandung;
3900000000;265;350;3;3;Bandung;
1650000000;80;120;4;4;Bandung;
1550000000;72;110;3;2;Bandung;
2650000000;300;200;4;1;Bandung;
4900000000;410;300;6;4;Bandung;
5000000000;400;500;3;1;Bandung;
5900000000;450;900;26;26;Bandung;
150000000;183;270;7;4;Bandung;
2300000000;241;300;7;2;Bandung;
4000000000;256;600;29;13;Bandung;
10000000000;687;550;3;2;Bandung;
565000000;70;46;3;2;Bandung;
2850000000;187;185;3;3;Bandung;
18500000000;478;500;4;4;Bandung;
2900000000;112;170;4;3;Bandung;
2700000000;187;185;3;3;Bandung;
5800000000;779;255;5;4;Bandung;
1900000000;220;134;4;2;Bandung;
3200000000;213;150;3;3;Bandung;
1950000000;230;200;6;2;Bandung;
17000000000;580;488;18;15;Bandung;
2500000000;180;99;4;3;Bandung;
2500000000;219;400;7;5;Bandung;
2500000000;219;400;8;5;Bandung;
2500000000;219;400;7;5;Bandung;
2500000000;219;400;7;5;Bandung;
11700000000;488;1470;9;7;Bandung;
2200000000;224;126;3;2;Bandung;
685000000;101;90;3;2;Bandung;
8250000000;311;465;4;4;Bandung;
2900000000;112;170;4;3;Bandung;
9500000000;300;600;19;19;Bandung;
7900000000;320;450;4;4;Bandung;
10000000000;410;350;7;5;Bandung;
8500000000;288;400;4;4;Bandung;
3500000000;213;100;3;3;Bandung;
8250000000;320;450;4;4;Bandung;
2150000000;117;165;3;3;Bandung;
2150000000;117;165;3;3;Bandung;
2350000000;129;248;19;12;Bandung;
750000000;90;200;4;2;Bandung;
500000000;59;50;2;1;Bandung;
13500000000;472;300;6;4;Bandung;
850000000;142;76;3;2;Bandung;
18000000000;298;550;11;11;Bandung;
16500000000;500;600;0;6;Bandung;
790000000;86;65;2;1;Bandung;
3200000000;130;185;4;3;Bandung;
6800000000;225;283;5;3;Bandung;
3250000000;195;220;3;2;Bandung;
2250000000;164;104;2;1;Bandung;
12500000000;568;500;5;5;Bandung;
700000000;81;60;7;7;Bandung;
8750000000;320;450;5;5;Bandung;
5000000000;212;150;6;3;Bandung;
9700000000;288;400;4;3;Bandung;
8250000000;311;465;4;4;Bandung;
3500000000;246;350;10;4;Bandung;
9700000000;288;400;4;4;Bandung;
13500000000;472;300;5;3;Bandung;
5500000000;495;600;5;4;Bandung;
8550000000;514;400;6;3;Bandung;
3200000000;280;250;5;1;Bandung;
2850000000;173;300;14;8;Bandung;
1700000000;178;200;7;3;Bandung;
3600000000;277;380;5;4;Bandung;
7800000000;311;465;4;4;Bandung;
1550000000;178;200;6;2;Bandung;
2000000000;213;279;6;6;Bandung;
21100000000;1007;660;4;2;Bandung;
12000000000;586;350;5;5;Bandung;
5800000000;779;255;5;4;Bandung;
10000000000;330;400;5;2;Bandung;
5500000000;306;548;5;3;Bandung;
6800000000;225;283;5;3;Bandung;
4000000000;235;400;6;5;Bandung;
2500000000;120;180;4;3;Bandung;
4000000000;235;400;6;5;Bandung;
1300000000;93;71;3;1;Bandung;
3250000000;300;200;4;2;Bandung;
8750000000;320;450;4;4;Bandung;
8750000000;320;450;4;4;Bandung;
8750000000;320;450;4;4;Bandung;
2500000000;160;250;2;2;Bandung;
1750000000;97;250;5;0;Bandung;
6500000000;283;220;5;3;Bandung;
2950000000;173;300;14;8;Bandung;
8250000000;311;465;4;4;Bandung;
3350000000;280;200;4;2;Bandung;
2000000000;112;200;8;3;Bandung;
6690000000;446;300;6;2;Bandung;
4400000000;590;250;8;5;Bandung;
3400000000;277;450;5;4;Bandung;
1600000000;86;100;2;1;Bandung;
2000000000;112;200;8;3;Bandung;
2900000000;170;270;4;4;Bandung;
12500000000;600;120;6;3;Bandung;
9870000000;288;400;4;4;Bandung;
3800000000;365;300;7;4;Bandung;
18700000000;600;595;5;4;Bandung;
2000000000;238;180;5;3;Bandung;
7800000000;311;465;4;4;Bandung;
3100000000;285;300;4;2;Bandung;
8800000000;410;360;7;6;Bandung;
4800000000;145;250;4;4;Bandung;
4500000000;390;262;6;3;Bandung;
3000000000;186;225;3;2;Bandung;
16000000000;425;262;3;3;Bandung;
3500000000;246;320;9;4;Bandung;
3250000000;186;225;3;2;Bandung;
13000000000;495;300;4;2;Bandung;
25000000000;401;525;0;0;Bandung;
4300000000;350;600;24;12;Bandung;
8250000000;311;465;4;4;Bandung;
9000000000;300;600;0;0;Bandung;
6800000000;329;410;3;2;Bandung;
7000000000;509;220;7;3;Bandung;
7900000000;320;450;4;4;Bandung;
7000000000;509;220;7;3;Bandung;
5000000000;220;200;4;2;Bandung;
2700000000;170;250;11;3;Bandung;
8500000000;376;500;6;2;Bandung;
2800000000;191;180;3;2;Bandung;
2800000000;191;180;3;2;Bandung;
2800000000;191;180;3;2;Bandung;
3250000000;187;240;4;3;Bandung;
1700000000;183;140;4;2;Bandung;
2500000000;120;180;4;3;Bandung;
1750000000;98;200;6;3;Bandung;
2700000000;234;200;3;3;Bandung;
4900000000;295;500;7;5;Bandung;
4000000000;365;300;6;4;Bandung;
3800000000;150;275;5;4;Bandung;
3250000000;140;1;5;2;Bandung;
10000000000;277;400;6;3;Bandung;
1500000000;90;106;3;2;Bandung;
2700000000;155;265;4;4;Bandung;
4750000000;295;500;7;9;Bandung;
1900000000;144;150;4;4;Bandung;
3300000000;215;376;4;3;Bandung;
4960000000;395;767;24;26;Bandung;
1500000000;90;106;3;2;Bandung;
5500000000;280;230;4;3;Bandung;
1900000000;129;249;19;8;Bandung;
4500000000;164;200;6;4;Bandung;
3900000000;322;200;4;3;Bandung;
341000000;84;50;2;1;Bandung;
2400000000;196;109;4;2;Bandung;
1200000000;65;80;3;3;Bandung;
2100000000;107;220;4;4;Bandung;
5900000000;264;400;4;3;Bandung;
11500000000;321;480;5;4;Bandung;
600000000;72;58;3;1;Bandung;
750000000;84;64;2;1;Bandung;
5500000000;300;250;5;4;Bandung;
3750000000;145;250;4;4;Bandung;
3750000000;145;250;4;4;Bandung;
6500000000;280;180;0;0;Bandung;
12500000000;455;500;2;2;Bandung;
2900000000;153;275;5;3;Bandung;
3900000000;358;198;4;2;Bandung;
2400000000;213;180;5;3;Bandung;
2990000000;191;150;7;4;Bandung;
400000000;60;50;2;1;Bandung;
2100000000;126;378;19;5;Bandung;
3800000000;230;180;3;2;Bandung;
4750000000;295;500;7;9;Bandung;
5480000000;419;300;6;2;Bandung;
6480000000;320;390;5;3;Bandung;
7000000000;287;454;6;6;Bandung;
8250000000;320;450;4;4;Bandung;
8750000000;311;465;4;4;Bandung;
2700000000;262;200;4;3;Bandung;
6300000000;287;450;26;26;Bandung;
2350000000;174;300;5;3;Bandung;
12000000000;750;500;9;3;Bandung;
700000000;56;78;3;2;Bandung;
1290000000;93;71;0;0;Bandung;
10000000000;330;400;5;2;Bandung;
2200000000;174;300;5;3;Bandung;
1070000000;72;65;2;2;Bandung;
3950000000;300;350;4;5;Bandung;
2200000000;134;280;5;2;Bandung;
8250000000;311;465;4;4;Bandung;
3250000000;225;185;3;2;Bandung;
3900000000;220;180;3;2;Bandung;
430000000;108;70;3;1;Bandung;
430000000;108;70;3;1;Bandung;
216000000;60;36;2;1;Bandung;
216000000;60;36;2;1;Bandung;
4900000000;295;500;8;6;Bandung;
6800000000;288;400;4;4;Bandung;
7800000000;311;465;4;4;Bandung;
7000000000;295;154;3;2;Bandung;
2600000000;120;145;4;3;Bandung;
1850000000;124;124;3;2;Bandung;
6800000000;329;410;3;2;Bandung;
2900000000;169;140;0;0;Bandung;
1800000000;102;160;3;3;Bandung;
5200000000;419;325;7;4;Bandung;
3500000000;254;400;7;3;Bandung;
3000000000;257;180;5;3;Bandung;
900000000;89;80;2;1;Bandung;
6500000000;283;220;5;3;Bandung;
7250000000;320;450;4;4;Bandung;
7900000000;320;450;4;4;Bandung;
3500000000;143;177;4;3;Bandung;
7000000000;240;400;7;6;Bandung;
3800000000;230;180;3;2;Bandung;
2800000000;109;160;0;3;Bandung;
2800000000;109;160;4;3;Bandung;
12700000000;455;500;2;3;Bandung;
7750000000;376;500;6;3;Bandung;
2500000000;219;400;7;5;Bandung;
2700000000;155;265;4;4;Bandung;
1500000000;90;106;3;2;Bandung;
10000000000;277;400;6;3;Bandung;
4750000000;295;500;7;9;Bandung;
2800000000;200;185;3;3;Bandung;
800000000;130;72;3;2;Bandung;
2700000000;262;200;4;2;Bandung;
2000000000;200;120;2;2;Bandung;
7800000000;311;465;4;4;Bandung;
5600000000;388;320;3;2;Bandung;
6300000000;450;287;28;28;Bandung;
1700000000;183;140;4;2;Bandung;
2500000000;202;220;6;3;Bandung;
19900000000;800;998;0;5;Bandung;
10000000000;208;478;2;2;Bandung;
6300000000;800;400;4;3;Bandung;
4200000000;325;350;4;3;Bandung;
3240000000;325;350;4;3;Bandung;
22500000000;800;1000;6;8;Bandung;
2550000000;160;200;4;2;Bandung;
6900000000;288;400;4;4;Bandung;
5800000000;779;255;5;4;Bandung;
4900000000;185;300;7;2;Bandung;
6800000000;225;283;5;3;Bandung;
5250000000;200;300;4;4;Bandung;
10000000000;329;410;2;2;Bandung;
8500000000;415;500;6;3;Bandung;
1200000000;63;120;2;3;Bandung;
1550000000;360;120;2;2;Bandung;
1000000000;98;68;2;1;Bandung;
1600000000;122;184;3;3;Bandung;
490000000;60;50;2;1;Bandung;
4250000000;303;80;3;2;Bandung;
4200000000;750;400;6;5;Bandung;
7000000000;1000;600;13;4;Bandung;
1250000000;84;90;3;2;Bandung;
6500000000;868;600;5;1;Bandung;
550000000;72;36;2;1;Bandung;
9500000000;886;600;5;4;Bandung;
650000000;90;90;0;0;Bandung;
1750000000;112;185;4;2;Bandung;
850000000;93;60;2;1;Bandung;
1650000000;172;142;3;2;Bandung;
875000000;84;128;5;2;Bandung;
1750000000;112;185;4;2;Bandung;
1750000000;122;185;4;2;Bandung;
1540000000;120;150;3;3;Bandung;
1750000000;109;162;0;2;Bandung;
1200000000;84;100;3;2;Bandung;
3900000000;232;400;4;3;Bandung;
1500000000;150;112;5;3;Bandung;
528000000;66;33;2;1;Bandung;
1650000000;122;185;4;4;Bandung;
1600000000;105;95;3;2;Bandung;
6500000000;564;480;10;7;Bandung;
3500000000;360;178;4;4;Bandung;
1800000000;160;100;3;1;Bandung;
500000000;60;22;1;1;Bandung;
1800000000;340;120;2;3;Bandung;
1300000000;99;160;2;2;Bandung;
4000000000;560;500;2;6;Bandung;
1200000000;128;130;4;3;Bandung;
1600000000;105;115;2;2;Bandung;
1600000000;105;115;2;2;Bandung;
4000000000;560;500;1;3;Bandung;
1300000000;99;160;2;1;Bandung;
1800000000;340;120;3;3;Bandung;
4200000000;750;400;6;5;Bandung;
435000000;57;36;2;1;Bandung;
530000000;57;55;2;2;Bandung;
534000000;51;50;2;2;Bandung;
1200000000;92;100;3;3;Bandung;
495000000;60;40;2;1;Bandung;
4200000000;750;400;6;5;Bandung;
1650000000;122;184;3;3;Bandung;
1800000000;160;100;3;2;Bandung;
350000000;50;30;2;1;Bandung;
795000000;83;70;3;2;Bandung;
450000000;58;36;3;2;Bandung;
6500000000;868;600;5;1;Bandung;
1500000000;175;2200;4;2;Bandung;
6500000000;860;600;5;4;Bandung;
590000000;75;40;2;1;Bandung;
1400000000;150;280;5;3;Bandung;
1400000000;92;100;3;3;Bandung;
4200000000;750;400;6;5;Bandung;
2000000000;160;250;5;3;Bandung;
950000000;60;60;3;2;Bandung;
800000000;94;56;2;1;Bandung;
4440000000;782;604;17;17;Bandung;
680000000;98;75;2;1;Bandung;
835000000;93;60;2;1;Bandung;
400000000;90;50;2;1;Bandung;
835000000;93;60;2;1;Bandung;
1300000000;105;80;2;2;Bandung;
1500000000;106;80;0;0;Bandung;
485000000;60;50;2;1;Bandung;
720000000;83;90;2;2;Bandung;
2200000000;230;98;3;2;Bandung;
1300000000;150;125;0;0;Bandung;
550000000;90;36;2;1;Bandung;
1600000000;121;174;3;4;Bandung;
6900000000;600;150;2;2;Bandung;
1600000000;180;175;5;1;Bandung;
950000000;90;120;3;2;Bandung;
2500000000;153;200;4;3;Bandung;
1100000000;72;80;2;2;Bandung;
875000000;60;60;3;2;Bandung;
2000000000;200;120;4;2;Bandung;
1650000000;105;140;2;2;Bandung;
1800000000;160;100;3;2;Bandung;
1100000000;90;96;3;2;Bandung;
830000000;93;75;2;1;Bandung;
534000000;51;50;2;2;Bandung;
650000000;98;66;2;1;Bandung;
1630000000;120;150;3;3;Bandung;
454000000;82;36;2;1;Bandung;
680000000;98;75;3;2;Bandung;
1750000000;109;162;0;2;Bandung;
1200000000;84;100;3;2;Bandung;
3900000000;232;400;4;3;Bandung;
1500000000;150;112;5;3;Bandung;
528000000;66;33;2;1;Bandung;
1600000000;105;95;3;2;Bandung;
6500000000;564;480;10;7;Bandung;
3500000000;360;178;4;4;Bandung;
1800000000;160;100;3;1;Bandung;
500000000;60;22;1;1;Bandung;
1800000000;340;120;2;3;Bandung;
1300000000;99;160;2;2;Bandung;
4000000000;560;500;2;6;Bandung;
1200000000;128;130;4;3;Bandung;
1600000000;105;115;2;2;Bandung;
1600000000;105;115;2;2;Bandung;
4000000000;560;500;1;3;Bandung;
1300000000;99;160;2;1;Bandung;
4000000000;324;384;6;4;Bandung;
1800000000;280;120;3;2;Bandung;
574000000;53;45;2;2;Bandung;
680000000;96;70;3;2;Bandung;
5800000000;220;207;4;3;Bandung;
1300000000;105;80;2;2;Bandung;
567000000;84;55;3;2;Bandung;
570000000;85;55;3;2;Bandung;
578000000;87;55;3;2;Bandung;
582000000;88;55;3;2;Bandung;
589000000;90;55;3;2;Bandung;
417000000;33;71;2;1;Bandung;
473000000;36;80;2;1;Bandung;
600000000;55;80;2;1;Bandung;
1400000000;120;250;6;3;Bandung;
2400000000;120;115;4;4;Bandung;
1950000000;300;80;4;2;Bandung;
1700000000;200;80;2;1;Bandung;
1700000000;200;80;3;2;Bandung;
1220000000;157;90;2;2;Bandung;
6500000000;564;480;10;7;Bandung;
3500000000;360;178;5;3;Bandung;
1200000000;212;140;3;2;Bandung;
7500000000;782;604;17;5;Bandung;
800000000;52;52;3;2;Bandung;
600000000;60;41;3;2;Bandung;
800000000;52;52;3;2;Bandung;
800000000;52;52;3;2;Bandung;
600000000;60;41;3;2;Bandung;
600000000;60;41;3;2;Bandung;
820000000;136;161;1;1;Bandung;
3500000000;300;200;3;2;Bandung;
1500000000;119;134;3;3;Bandung;
1200000000;84;100;3;2;Bandung;
750000000;93;60;2;1;Bandung;
975000000;98;68;2;1;Bandung;
1750000000;172;142;3;2;Bandung;
1200000000;212;140;3;2;Bandung;
1300000000;161;300;2;2;Bandung;
1550000000;340;120;2;1;Bandung;
565000000;72;43;2;1;Bandung;
4440000000;782;604;17;0;Bandung;
500000000;68;33;2;1;Bandung;
574000000;50;51;2;2;Bandung;
22000000000;2083;925;35;23;Bandung;
500000000;90;30;3;1;Bandung;
900000000;105;80;3;2;Bandung;
1550000000;340;120;3;3;Bandung;
834000000;60;52;3;2;Bandung;
834000000;60;52;3;2;Bandung;
1800000000;340;120;3;3;Bandung;
650000000;70;117;3;2;Bandung;
799000000;63;103;4;2;Bandung;
1550000000;340;120;3;3;Bandung;
495000000;70;100;3;2;Bandung;
4200000000;750;400;6;5;Bandung;
1650000000;122;180;3;3;Bandung;
550000000;147;85;4;1;Bandung;
800000000;52;52;0;0;Bandung;
1300000000;108;100;3;2;Bandung;
620000000;77;75;2;1;Bandung;
1100000000;163;100;2;2;Bandung;
1300000000;99;160;2;2;Bandung;
8800000000;800;700;9;5;Bandung;
8800000000;800;700;20;15;Bandung;
2750000000;326;155;3;2;Bandung;
675000000;75;110;3;2;Bandung;
5490000000;500;400;6;8;Bandung;
750000000;136;45;2;1;Bandung;
2100000000;300;212;5;2;Bandung;
2000000000;212;300;5;3;Bandung;
1650000000;155;75;2;1;Bandung;
760000000;91;40;1;1;Bandung;
1600000000;105;110;2;2;Bandung;
800000000;52;52;3;2;Bandung;
600000000;60;41;3;2;Bandung;
800000000;52;52;3;2;Bandung;
800000000;52;52;3;2;Bandung;
600000000;60;41;3;2;Bandung;
800000000;3000;433;2;1;Bandung;
875000000;84;126;5;2;Bandung;
875000000;84;126;5;2;Bandung;
1000000000;72;84;3;2;Bandung;
750000000;93;60;2;1;Bandung;
1540000000;120;150;3;3;Bandung;
785000000;72;45;2;1;Bandung;
750000000;171;45;2;1;Bandung;
1650000000;88;166;3;0;Bandung;
850000000;93;60;2;1;Bandung;
1500000000;155;75;2;1;Bandung;
681000000;154;80;2;1;Bandung;
600000000;75;36;2;1;Bandung;
1200000000;212;140;3;2;Bandung;
800000000;75;80;3;2;Bandung;
875000000;94;45;2;1;Bandung;
900000000;94;56;2;1;Bandung;
1540000000;120;150;3;3;Bandung;
1650000000;88;166;3;2;Bandung;
1000000000;72;64;3;2;Bandung;
1550000000;340;120;3;3;Bandung;
1200000000;212;140;3;2;Bandung;
1500000000;119;134;3;3;Bandung;
1500000000;119;134;3;3;Bandung;
1150000000;312;250;3;3;Bandung;
7000000000;465;465;6;3;Bandung;
4440000000;782;604;17;17;Bandung;
4440000000;782;604;17;17;Bandung;
4440000000;782;604;17;6;Bandung;
450000000;86;56;2;1;Bandung;
1100000000;74;150;2;2;Bandung;
900000000;84;60;2;2;Bandung;
655000000;120;60;2;2;Bandung;
4200000000;750;400;6;5;Bandung;
1490000000;88;160;3;2;Bandung;
1500000000;160;75;4;2;Bandung;
785000000;60;60;0;0;Bandung;
1200000000;150;150;5;3;Bandung;
1750000000;122;185;4;4;Bandung;
4300000000;229;400;6;5;Bandung;
800000000;52;52;0;0;Bandung;
450000000;70;100;3;2;Bandung;
850000000;93;75;2;1;Bandung;
2300000000;260;70;3;3;Bandung;
454000000;57;36;2;1;Bandung;
2300000000;200;160;4;2;Bandung;
600000000;112;90;2;2;Bandung;
1500000000;92;100;3;3;Bandung;
1600000000;150;230;4;5;Bandung;
2000000000;139;278;4;1;Bandung;
1450000000;300;200;4;3;Bandung;
700000000;94;188;3;3;Bandung;
514000000;70;51;2;1;Bandung;
514000000;66;51;2;2;Bandung;
1750000000;165;90;3;3;Bandung;
1350000000;312;200;3;2;Bandung;
900000000;159;226;5;2;Bandung;
1550000000;120;90;3;3;Bandung;
1300000000;105;210;2;2;Bandung;
750000000;115;95;2;2;Bandung;
760000000;91;40;1;1;Bandung;
900000000;180;150;2;2;Bandung;
830000000;93;75;2;1;Bandung;
830000000;93;73;2;1;Bandung;
760000000;91;40;1;1;Bandung;
400000000;90;30;1;1;Bandung;
760000000;91;40;1;1;Bandung;
760000000;91;40;0;1;Bandung;
760000000;91;40;1;1;Bandung;
1600000000;105;110;2;2;Bandung;
760000000;91;40;1;1;Bandung;
4200000000;750;400;6;5;Bandung;
1650000000;165;90;3;3;Bandung;
1630000000;120;150;3;3;Bandung;
720000000;58;100;4;2;Bandung;
479000000;61;41;2;1;Bandung;
479000000;61;45;2;2;Bandung;
386000000;61;30;2;1;Bandung;
617000000;81;36;2;1;Bandung;
2400000000;86;180;3;2;Bandung;
800000000;91;50;2;1;Bandung;
778000000;139;201;2;2;Bandung;
778000000;201;139;3;2;Bandung;
680000000;98;75;3;2;Bandung;
650000000;98;66;2;1;Bandung;
2300000000;200;75;2;2;Bandung;
1000000000;72;64;3;2;Bandung;
4000000000;560;500;1;3;Bandung;
1300000000;105;80;2;2;Bandung;
470000000;51;33;2;1;Bandung;
800000000;74;84;3;2;Bandung;
552000000;105;55;2;2;Bandung;
4440000000;782;604;17;17;Bandung;
1150000000;312;250;3;3;Bandung;
5000000000;348;500;6;2;Bandung;
1100000000;90;96;3;2;Bandung;
22000000000;2083;925;35;23;Bandung;
15000000000;886;700;5;8;Bandung;
454000000;57;36;2;1;Bandung;
514000000;66;51;2;2;Bandung;
514000000;70;51;2;1;Bandung;
557000000;50;45;2;2;Bandung;
557000000;50;45;2;2;Bandung;
580000000;55;64;3;2;Bandung;
625000000;55;72;3;2;Bandung;
638000000;81;45;2;2;Bandung;
740000000;121;50;2;1;Bandung;
680000000;98;75;3;2;Bandung;
4200000000;750;400;6;5;Bandung;
435000000;57;55;2;1;Bandung;
855000000;93;60;2;1;Bandung;
700000000;144;70;2;1;Bandung;
450000000;58;36;3;2;Bandung;
1300000000;166;200;3;2;Bandung;
2000000000;750;250;3;3;Bandung;
834000000;60;52;0;0;Bandung;
4200000000;750;400;6;5;Bandung;
1580000000;122;185;4;4;Bandung;
1300000000;166;200;3;2;Bandung;
800000000;52;52;0;0;Bandung;
1150000000;93;70;2;2;Bandung;
1000000000;105;100;3;3;Bandung;
795000000;83;70;3;2;Bandung;
650000000;125;80;4;1;Bandung;
1300000000;143;70;3;3;Bandung;
1500000000;119;150;3;3;Bandung;
1650000000;165;90;3;3;Bandung;
1630000000;120;150;3;3;Bandung;
875000000;60;60;0;0;Bandung;
950000000;84;186;4;2;Bandung;
625000000;55;72;3;2;Bandung;
580000000;55;64;3;2;Bandung;
1000000000;168;60;2;1;Bandung;
1800000000;160;100;2;2;Bandung;
4500000000;223;323;13;11;Bandung;
835000000;93;60;2;1;Bandung;
330000000;63;40;3;1;Bandung;
1370000000;90;150;4;3;Bandung;
1400000000;120;150;3;3;Bandung;
1420000000;300;200;4;3;Bandung;
800000000;91;50;2;1;Bandung;
1750000000;122;184;4;4;Bandung;
899000000;135;145;3;3;Bandung;
875000000;94;45;2;1;Bandung;
659000000;72;45;2;1;Bandung;
1500000000;72;60;3;2;Bandung;
900000000;155;150;4;2;Bandung;
1300000000;280;190;3;2;Bandung;
8800000000;800;700;20;15;Bandung;
765000000;90;150;3;2;Bandung;
900000000;155;250;4;2;Bandung;
1400000000;105;115;3;2;Bandung;
725000000;74;40;2;1;Bandung;
1950000000;750;210;4;2;Bandung;
490000000;72;30;2;1;Bandung;
760000000;91;40;1;1;Bandung;
950000000;134;90;3;1;Bandung;
900000000;105;65;3;1;Bandung;
556000000;74;33;2;1;Bandung;
650000000;90;51;3;1;Bandung;
596000000;63;50;2;2;Bandung;
900000000;105;65;3;1;Bandung;
1100000000;84;100;3;2;Bandung;
750000000;93;60;2;2;Bandung;
1350000000;140;120;3;2;Bandung;
1350000000;140;120;3;2;Bandung;
12800000000;3000;433;2;1;Bandung;
4200000000;750;400;6;5;Bandung;
4200000000;750;400;6;5;Bandung;
600000000;84;60;2;2;Bandung;
1540000000;120;150;3;3;Bandung;
4200000000;750;400;6;5;Bandung;
1550000000;360;120;2;2;Bandung;
3900000000;232;400;5;3;Bandung;
1540000000;120;150;3;3;Bandung;
900000000;180;150;2;2;Bandung;
750000000;93;60;2;1;Bandung;
720000000;58;100;4;2;Bandung;
750000000;93;60;2;1;Bandung;
1080000000;80;107;4;2;Bandung;
1550000000;360;129;2;2;Bandung;
733000000;111;70;0;0;Bandung;
600000000;84;63;3;2;Bandung;
1540000000;120;150;3;3;Bandung;
1290000000;105;80;3;2;Bandung;
620000000;78;77;2;1;Bandung;
620000000;78;77;2;1;Bandung;
875000000;84;126;5;2;Bandung;
620000000;100;80;2;1;Bandung;
1290000000;105;80;3;2;Bandung;
1500000000;140;120;3;2;Bandung;
1600000000;122;184;3;3;Bandung;
10000000000;805;400;6;4;Bandung;
1600000000;102;200;4;2;Bandung;
700000000;119;80;3;2;Bandung;
1000000000;162;120;5;3;Bandung;
1100000000;162;120;4;3;Bandung;
675000000;100;50;2;1;Bandung;
390000000;60;45;3;2;Bandung;
860000000;91;95;3;2;Bandung;
695000000;87;42;2;1;Bandung;
857000000;79;68;3;2;Bandung;
585000000;45;72;2;1;Bandung;
4200000000;216;450;27;14;Bandung;
1100000000;162;120;4;3;Bandung;
532000000;48;41;2;1;Bandung;
1800000000;105;250;4;1;Bandung;
935000000;152;300;7;3;Bandung;
675000000;63;70;2;1;Bandung;
935000000;152;300;5;2;Bandung;
900000000;102;120;4;2;Bandung;
857000000;79;68;3;2;Bandung;
900000000;84;83;3;2;Bandung;
900000000;143;130;3;2;Bandung;
850000000;155;100;3;3;Bandung;
1500000000;100;160;8;8;Bandung;
2150000000;212;170;5;3;Bandung;
2000000000;130;250;4;4;Bandung;
1000000000;102;100;4;3;Bandung;
935000000;95;65;2;1;Bandung;
275000000;6;45;2;1;Bandung;
650000000;72;120;3;2;Bandung;
1100000000;126;100;4;2;Bandung;
545000000;84;62;2;1;Bandung;
850000000;81;92;3;3;Bandung;
