HARGA;LT;LB;JKT;JKM;Kota;
3000000000;560;300;7;4;Bandung;
2500000000;260;450;5;4;Bandung;
307000000;60;36;2;1;Bandung;
5000000000;330;280;7;5;Bandung;
5500000000;560;500;2;3;Bandung;
1100000000;95;130;3;2;Bandung;
1750000000;210;230;5;3;Bandung;
3500000000;373;400;5;4;Bandung;
1100000000;108;130;5;2;Bandung;
900000000;108;160;2;2;Bandung;
900000000;108;160;3;2;Bandung;
2300000000;200;140;3;2;Bandung;
850000000;60;120;3;3;Bandung;
800000000;100;126;2;1;Bandung;
1600000000;210;90;3;3;Bandung;
2850000000;252;200;3;3;Bandung;
875000000;120;60;3;3;Bandung;
395000000;44;88;5;5;Bandung;
1500000000;153;117;3;2;Bandung;
890000000;78;45;2;1;Bandung;
890000000;78;45;2;1;Bandung;
1600000000;153;162;3;2;Bandung;
2000000000;200;162;4;3;Bandung;
75000000000;4550;300;5;3;Bandung;
1400000000;128;110;3;2;Bandung;
890000000;78;45;2;1;Bandung;
1900000000;195;180;4;3;Bandung;
890000000;78;45;2;1;Bandung;
1600000000;153;153;0;0;Bandung;
2800000000;224;180;2;2;Bandung;
1200000000;108;113;5;2;Bandung;
2100000000;100;200;4;2;Bandung;
1800000000;153;140;6;3;Bandung;
975000000;78;45;2;1;Bandung;
263000000;72;50;2;1;Bandung;
1900000000;195;180;4;3;Bandung;
1900000000;195;180;4;3;Bandung;
1800000000;225;170;4;2;Bandung;
1800000000;225;175;4;2;Bandung;
1600000000;153;153;0;0;Bandung;
1900000000;180;192;3;2;Bandung;
1600000000;176;140;9;3;Bandung;
1900000000;180;192;3;2;Bandung;
900000000;98;98;2;2;Bandung;
5000000000;560;450;5;3;Bandung;
1600000000;216;200;2;2;Bandung;
1050000000;61;81;3;2;Bandung;
2850000000;252;200;3;3;Bandung;
2000000000;170;150;3;3;Bandung;
1900000000;195;180;4;3;Bandung;
2500000000;90;350;12;5;Bandung;
890000000;78;45;2;1;Bandung;
890000000;78;45;2;1;Bandung;
890000000;78;45;2;1;Bandung;
2500000000;150;220;3;3;Bandung;
1100000000;112;90;3;2;Bandung;
1100000000;53;58;2;2;Bandung;
1100000000;53;58;2;2;Bandung;
890000000;78;45;2;1;Bandung;
890000000;78;45;0;0;Bandung;
850000000;179;70;3;1;Bandung;
6000000000;400;500;5;4;Bandung;
6000000000;400;500;6;5;Bandung;
890000000;78;45;2;1;Bandung;
1450000000;101;140;3;3;Bandung;
3700000000;493;250;6;3;Bandung;
890000000;78;45;2;1;Bandung;
875000000;60;120;3;3;Bandung;
3490000000;294;237;4;3;Bandung;
700000000;114;70;1;1;Bandung;
1500000000;74;78;3;2;Bandung;
5200000000;980;500;6;4;Bandung;
700000000;96;90;3;1;Bandung;
2100000000;135;160;4;3;Bandung;
1150000000;101;70;2;1;Bandung;
1900000000;195;180;4;3;Bandung;
1550000000;144;170;2;2;Bandung;
1500000000;67;134;4;4;Bandung;
1450000000;90;120;3;2;Bandung;
1450000000;179;150;3;2;Bandung;
1850000000;170;180;2;2;Bandung;
2200000000;153;110;3;2;Bandung;
41900000000;753;370;6;4;Bandung;
9500000000;531;521;0;0;Bandung;
12500000000;273;250;5;3;Bandung;
3000000000;225;400;15;6;Bandung;
16000000000;750;850;8;7;Bandung;
2100000000;190;170;3;3;Bandung;
23000000000;485;300;7;4;Bandung;
18500000000;540;600;3;2;Bandung;
2500000000;160;120;11;11;Bandung;
26500000000;871;250;3;1;Bandung;
3850000000;146;300;20;19;Bandung;
7750000000;390;265;11;3;Bandung;
3850000000;146;310;20;20;Bandung;
3850000000;146;400;20;20;Bandung;
13900000000;409;279;5;3;Bandung;
3700000000;146;310;20;20;Bandung;
6900000000;286;525;4;5;Bandung;
7000000000;227;313;4;2;Bandung;
8740000000;437;437;2;2;Bandung;
28000000000;653;196;3;2;Bandung;
32000000000;654;500;9;3;Bandung;
4990000000;360;192;4;3;Bandung;
3000000000;225;400;15;6;Bandung;
27000000000;880;600;9;8;Bandung;
22000000;299;250;3;2;Bandung;
4900000000;318;200;3;1;Bandung;
3200000000;316;300;30;1;Bandung;
6250000000;187;300;5;3;Bandung;
9000000000;437;300;3;1;Bandung;
17000000000;483;260;7;4;Bandung;
7000000000;176;270;5;0;Bandung;
2850000000;312;400;12;8;Bandung;
22500000000;630;1100;24;24;Bandung;
9700000000;497;300;17;17;Bandung;
7000000000;284;400;5;2;Bandung;
18000000000;463;403;10;5;Bandung;
7500000000;292;250;5;3;Bandung;
30000000000;7675;470;4;2;Bandung;
18000000000;463;403;8;5;Bandung;
52000000000;1100;250;0;3;Bandung;
40000000000;930;800;4;3;Bandung;
28000000000;659;196;3;2;Bandung;
46000000000;1130;770;14;9;Bandung;
12000000000;410;165;3;4;Bandung;
8500000000;390;265;11;3;Bandung;
1450000000;145;70;3;1;Bandung;
16000000000;638;587;5;4;Bandung;
17000000000;463;403;6;5;Bandung;
9000000000;390;265;11;3;Bandung;
12000000000;410;154;4;2;Bandung;
77000000000;2200;1000;7;5;Bandung;
23500000000;662;463;7;4;Bandung;
5750000000;176;270;5;4;Bandung;
9000000000;390;6265;11;3;Bandung;
35000000000;843;340;6;3;Bandung;
36000000000;911;500;5;2;Bandung;
55000000000;980;1000;12;6;Bandung;
9500000000;265;390;11;3;Bandung;
6500000000;208;190;7;3;Bandung;
6500000000;176;270;5;2;Bandung;
35000000000;1186;500;13;4;Bandung;
13000000000;400;289;3;2;Bandung;
19000000000;463;403;11;5;Bandung;
2000000000;120;120;3;2;Bandung;
795000000;104;104;7;34;Bandung;
30000000000;645;142;4;1;Bandung;
8000000000;649;150;7;2;Bandung;
16500000000;739;600;11;8;Bandung;
17000000000;483;350;13;8;Bandung;
700000000;91;110;3;2;Bandung;
8000000000;649;150;7;2;Bandung;
25000000000;746;600;4;4;Bandung;
9900000000;1050;650;5;5;Bandung;
21000000000;864;300;4;2;Bandung;
20000000000;607;435;6;4;Bandung;
1900000000;151;182;4;2;Bandung;
15000000000;543;300;0;0;Bandung;
9500000000;458;269;5;2;Bandung;
12000000000;390;300;7;3;Bandung;
21500000000;681;500;10;4;Bandung;
21000000000;877;600;7;4;Bandung;
60000000000;1791;300;4;3;Bandung;
21000000000;877;600;7;4;Bandung;
1200000000;66;92;3;2;Bandung;
6900000000;286;525;4;5;Bandung;
7900000000;341;270;7;2;Bandung;
5200000000;345;400;5;3;Bandung;
2850000000;312;400;12;8;Bandung;
7000000000;176;270;5;0;Bandung;
22500000000;630;1100;24;24;Bandung;
12000000000;450;375;5;3;Bandung;
4500000000;728;200;3;3;Bandung;
45000000000;1332;400;7;3;Bandung;
8740000000;437;250;3;1;Bandung;
14000000000;451;328;5;4;Bandung;
13000000000;405;250;7;7;Bandung;
27100000000;1416;1000;8;10;Bandung;
2000000000;110;200;0;0;Bandung;
11000000000;400;200;4;3;Bandung;
54000000000;1464;700;4;2;Bandung;
5500000000;176;270;5;3;Bandung;
35000000000;911;500;4;2;Bandung;
17000000000;483;260;14;9;Bandung;
45000000000;1066;164;7;1;Bandung;
26500000000;871;251;3;1;Bandung;
600000000;60;50;3;2;Bandung;
27000000000;745;320;5;3;Bandung;
1250000000;66;62;2;2;Bandung;
10000000000;407;305;3;1;Bandung;
1220000000;103;80;2;2;Bandung;
15500000000;515;550;4;4;Bandung;
3850000000;146;310;20;20;Bandung;
27000000000;880;600;1;1;Bandung;
15000000000;347;320;5;4;Bandung;
26000000000;745;280;7;4;Bandung;
8490000000;390;280;5;3;Bandung;
22500000000;630;1100;24;24;Bandung;
11000000000;451;420;4;2;Bandung;
6800000000;176;270;5;4;Bandung;
6800000000;175;270;5;4;Bandung;
32000000000;654;500;9;3;Bandung;
47500000000;870;650;17;4;Bandung;
55000000000;1464;700;5;4;Bandung;
40000000000;892;900;7;3;Bandung;
23000000000;694;603;5;5;Bandung;
28000000000;755;800;7;7;Bandung;
4900000000;465;186;4;3;Bandung;
40000000000;930;800;4;4;Bandung;
14000000000;466;350;5;3;Bandung;
18000000000;638;587;5;4;Bandung;
28000000000;659;196;3;2;Bandung;
11000000000;375;236;6;3;Bandung;
15000000000;488;200;4;2;Bandung;
45000000000;753;370;5;4;Bandung;
42000000000;753;370;5;1;Bandung;
27600000000;748;650;7;4;Bandung;
9000000000;390;265;11;3;Bandung;
17000000000;463;403;10;5;Bandung;
30000000000;560;500;7;6;Bandung;
57500000000;980;1000;11;6;Bandung;
27000000000;745;300;8;5;Bandung;
7500000000;390;265;11;3;Bandung;
1250000000;100;90;4;1;Bandung;
13000000000;300;500;11;11;Bandung;
7900000000;489;600;14;3;Bandung;
9500000000;242;300;4;4;Bandung;
8000000000;258;360;7;5;Bandung;
30000000000;7675;470;4;2;Bandung;
3000000000;445;125;8;6;Bandung;
7200000000;260;350;5;7;Bandung;
34000000000;800;500;4;4;Bandung;
35000000000;610;900;13;13;Bandung;
30000000000;725;400;6;5;Bandung;
2500000000;185;230;5;3;Bandung;
1900000000;151;148;4;2;Bandung;
3500000000;440;440;7;3;Bandung;
1850000000;102;100;3;2;Bandung;
4500000000;323;314;5;3;Bandung;
6900000000;286;525;4;5;Bandung;
35000000000;1186;500;13;4;Bandung;
15000000000;696;220;3;3;Bandung;
6900000000;286;525;4;5;Bandung;
42000000000;930;1000;5;8;Bandung;
52000000000;1100;250;5;3;Bandung;
47000000000;876;500;18;5;Bandung;
6800000000;176;270;5;4;Bandung;
2500000000;185;230;5;3;Bandung;
12000000000;410;154;4;2;Bandung;
6500000000;205;190;7;3;Bandung;
17500000000;1515;875;5;3;Bandung;
9500000000;390;265;11;3;Bandung;
2600000000;161;165;4;3;Bandung;
16000000000;520;700;13;5;Bandung;
8700000000;325;300;6;4;Bandung;
52000000000;1100;250;5;3;Bandung;
12300000000;451;500;5;4;Bandung;
37000000000;892;900;7;3;Bandung;
47000000000;876;500;18;5;Bandung;
165000000;60;36;2;1;Bandung;
165000000;60;36;2;1;Bandung;
4250000000;442;250;5;2;Bandung;
4700000000;333;314;6;4;Bandung;
14000000000;468;230;1;1;Bandung;
5500000000;176;270;5;3;Bandung;
3800000000;256;212;3;2;Bandung;
1750000000;105;77;2;2;Bandung;
12000000000;410;165;3;4;Bandung;
12000000000;410;165;3;4;Bandung;
22500000000;630;1100;24;24;Bandung;
32000000000;702;573;7;4;Bandung;
7250000000;198;350;5;5;Bandung;
10000000000;390;265;11;3;Bandung;
11000000000;400;200;4;3;Bandung;
9000000000;367;500;5;4;Bandung;
670000000;87;90;3;1;Bandung;
40000000000;930;800;4;8;Bandung;
18000000000;538;389;8;4;Bandung;
30000000000;560;580;7;6;Bandung;
8780000000;327;350;8;3;Bandung;
8850000000;390;300;7;3;Bandung;
16000000000;520;500;15;6;Bandung;
33800000000;892;1100;8;3;Bandung;
820000000;72;120;3;2;Bandung;
10000000000;390;265;10;3;Bandung;
7500000000;312;125;4;2;Bandung;
19000000000;468;232;4;2;Bandung;
6500000000;176;270;7;4;Bandung;
9500000000;242;300;4;4;Bandung;
9750000000;308;350;4;3;Bandung;
9750000000;308;350;4;3;Bandung;
16000000000;638;587;5;4;Bandung;
25000000000;746;199;3;2;Bandung;
4300000000;528;370;4;4;Bandung;
40000000000;891;345;4;5;Bandung;
25000000000;488;330;4;3;Bandung;
75000000000;712;400;5;3;Bandung;
8000000000;258;360;7;5;Bandung;
6000000000;253;400;4;4;Bandung;
16500000000;508;500;11;5;Bandung;
33500000000;1186;800;9;5;Bandung;
8500000000;407;380;4;3;Bandung;
18000000000;734;450;6;6;Bandung;
25000000000;794;253;5;4;Bandung;
3200000000;218;198;5;2;Bandung;
57000000000;1464;700;5;4;Bandung;
9000000000;458;269;5;4;Bandung;
795000000;104;104;7;4;Bandung;
17000000000;483;350;13;8;Bandung;
6900000000;286;525;4;5;Bandung;
3850000000;146;310;20;20;Bandung;
9000000000;313;250;6;3;Bandung;
12000000000;410;154;4;2;Bandung;
35500000000;1186;500;16;4;Bandung;
12000000000;410;154;4;2;Bandung;
2500000000;185;230;5;3;Bandung;
8740000000;437;300;3;1;Bandung;
30000000000;659;195;3;2;Bandung;
36000000000;850;500;4;3;Bandung;
8500000000;407;375;4;4;Bandung;
3850000000;146;300;20;20;Bandung;
36000000000;850;500;4;3;Bandung;
37000000000;881;550;19;11;Bandung;
52000000000;1100;250;2;2;Bandung;
15000000000;696;220;3;3;Bandung;
2000000000;110;200;0;0;Bandung;
3500000000;250;200;13;4;Bandung;
17000000000;483;260;14;8;Bandung;
22000000;299;250;3;2;Bandung;
19800000000;1515;1350;6;3;Bandung;
30000000000;911;500;5;3;Bandung;
30500000000;799;1000;2;1;Bandung;
8500000000;390;400;6;6;Bandung;
23000000000;672;1500;7;5;Bandung;
52000000000;1100;250;5;3;Bandung;
28000000000;659;196;3;2;Bandung;
7000000000;176;270;5;0;Bandung;
8500000000;390;265;11;3;Bandung;
18000000000;734;350;7;5;Bandung;
4950000000;140;250;4;4;Bandung;
4900000000;140;250;3;3;Bandung;
47000000000;876;550;18;5;Bandung;
7500000000;250;350;7;2;Bandung;
2300000000;158;220;5;3;Bandung;
16000000000;520;700;13;5;Bandung;
1750000000;105;77;2;2;Bandung;
23500000000;670;400;4;4;Bandung;
8700000000;314;185;10;3;Bandung;
42000000000;753;370;5;4;Bandung;
37000000000;890;550;20;8;Bandung;
8740000000;437;250;3;1;Bandung;
2900000000;242;140;5;3;Bandung;
22000000000;818;561;4;3;Bandung;
42000000000;753;370;5;4;Bandung;
36000000000;850;500;4;3;Bandung;
9000000000;390;265;11;3;Bandung;
325000000;42;40;2;1;Bandung;
8740000000;437;300;3;2;Bandung;
40000000000;930;800;7;6;Bandung;
19000000000;610;610;4;4;Bandung;
4950000000;140;250;4;3;Bandung;
27000000000;871;500;5;4;Bandung;
52000000000;1100;330;4;2;Bandung;
8740000000;437;300;3;1;Bandung;
30000000000;560;580;7;6;Bandung;
11000000000;400;200;4;3;Bandung;
2200000000;209;360;5;4;Bandung;
18000000000;734;350;7;5;Bandung;
900000000;85;125;3;3;Bandung;
9500000000;367;250;6;4;Bandung;
20000000000;468;232;5;7;Bandung;
20000000000;468;232;5;7;Bandung;
3000000000;225;400;15;6;Bandung;
36000000000;800;400;2;5;Bandung;
25000000000;880;302;4;4;Bandung;
9750000000;308;350;4;3;Bandung;
9500000000;242;300;4;4;Bandung;
950000000;84;100;2;1;Bandung;
21700000000;807;1;0;1;Bandung;
13500000000;353;485;7;5;Bandung;
1200000000;139;100;8;2;Bandung;
35000000000;1241;750;31;9;Bandung;
2000000000;110;200;15;4;Bandung;
985000000;107;70;3;2;Bandung;
13500000000;354;486;7;3;Bandung;
37000000000;881;550;13;0;Bandung;
1470000000;85;120;3;3;Bandung;
13500000000;734;450;6;3;Bandung;
18500000000;485;300;0;0;Bandung;
55000000000;1460;1000;1;1;Bandung;
8740000000;437;1;1;1;Bandung;
22000000000;520;220;3;2;Bandung;
6500000000;208;190;7;3;Bandung;
22000000000;734;400;0;0;Bandung;
12000000000;360;300;5;2;Bandung;
45000000000;1500;1023;4;3;Bandung;
55000000000;1460;1000;4;3;Bandung;
7100000000;176;305;5;4;Bandung;
6500000000;220;158;5;3;Bandung;
5400000000;352;200;3;2;Bandung;
8740000000;437;300;5;4;Bandung;
20700000000;1515;825;5;3;Bandung;
11900000000;476;200;0;0;Bandung;
8740000000;437;250;3;2;Bandung;
3970000000;325;216;4;3;Bandung;
2850000000;162;200;3;2;Bandung;
3000000000;260;400;6;5;Bandung;
2600000000;200;340;5;3;Bandung;
5200000000;220;295;4;4;Bandung;
3900000000;240;380;4;4;Bandung;
5200000000;220;295;4;4;Bandung;
4300000000;200;250;3;3;Bandung;
9500000000;473;550;5;5;Bandung;
3000000000;126;180;3;3;Bandung;
6250000000;280;290;3;2;Bandung;
5200000000;220;295;4;4;Bandung;
2850000000;195;170;3;2;Bandung;
5800000000;300;400;4;3;Bandung;
2300000000;150;140;3;2;Bandung;
1860000000;84;110;3;3;Bandung;
3000000000;180;300;4;3;Bandung;
3900000000;235;450;6;5;Bandung;
1290000000;131;90;3;2;Bandung;
1330000000;164;100;4;2;Bandung;
2100000000;97;113;4;3;Bandung;
4250000000;200;250;3;3;Bandung;
6500000000;285;300;3;3;Bandung;
1940000000;87;115;3;3;Bandung;
3950000000;180;202;4;4;Bandung;
6300000000;375;560;4;4;Bandung;
3150000000;180;290;4;4;Bandung;
3210000000;161;236;5;3;Bandung;
2000000000;123;83;3;2;Bandung;
3950000000;199;300;7;3;Bandung;
2000000000;91;120;3;3;Bandung;
4650000000;200;270;4;4;Bandung;
1950000000;126;108;3;2;Bandung;
2850000000;162;200;3;2;Bandung;
1400000000;70;120;2;2;Bandung;
1950000000;126;108;2;1;Bandung;
1860000000;84;110;3;3;Bandung;
3200000000;200;300;5;3;Bandung;
3200000000;200;300;5;3;Bandung;
4000000000;200;250;5;3;Bandung;
3150000000;140;214;4;3;Bandung;
3370000000;180;280;4;3;Bandung;
3400000000;180;110;3;2;Bandung;
6000000000;360;400;5;4;Bandung;
5200000000;220;295;4;4;Bandung;
4000000000;180;200;3;2;Bandung;
2000000000;91;120;3;3;Bandung;
4800000000;300;250;4;3;Bandung;
1750000000;112;100;0;0;Bandung;
2400000000;117;180;3;2;Bandung;
3000000000;170;300;4;4;Bandung;
3100000000;180;280;4;3;Bandung;
2850000000;162;200;3;2;Bandung;
3600000000;180;300;4;3;Bandung;
2500000000;117;185;3;3;Bandung;
3400000000;180;300;4;3;Bandung;
2850000000;162;200;3;2;Bandung;
3500000000;220;150;4;1;Bandung;
2100000000;97;113;4;3;Bandung;
1450000000;70;120;3;3;Bandung;
3200000000;180;250;4;3;Bandung;
1590000000;181;300;7;4;Bandung;
3590000000;180;300;5;4;Bandung;
4000000000;325;216;4;2;Bandung;
6000000000;375;400;4;3;Bandung;
2700000000;268;254;4;3;Bandung;
3400000000;200;130;4;3;Bandung;
13500000000;600;650;5;3;Bandung;
3600000000;200;300;5;4;Bandung;
4700000000;513;350;5;5;Bandung;
10000000000;425;500;6;3;Bandung;
3800000000;220;260;3;3;Bandung;
4000000000;169;250;5;5;Bandung;
4800000000;300;230;4;3;Bandung;
7200000000;375;360;4;3;Bandung;
1950000000;126;108;3;2;Bandung;
3200000000;182;180;6;3;Bandung;
3950000000;182;380;5;5;Bandung;
2700000000;140;120;3;2;Bandung;
6000000000;300;180;3;3;Bandung;
3500000000;180;220;3;4;Bandung;
3950000000;180;202;4;3;Bandung;
3800000000;220;260;3;3;Bandung;
1320000000;112;140;5;3;Bandung;
2600000000;240;130;3;2;Bandung;
6000000000;240;245;4;4;Bandung;
7250000000;300;750;8;5;Bandung;
3500000000;239;250;4;3;Bandung;
5950000000;225;350;4;4;Bandung;
4650000000;200;270;4;4;Bandung;
12500000000;780;500;5;4;Bandung;
1300000000;112;140;6;3;Bandung;
3800000000;220;250;3;4;Bandung;
3000000000;258;206;4;4;Bandung;
2700000000;254;268;4;3;Bandung;
1850000000;126;108;3;2;Bandung;
3600000000;200;208;4;3;Bandung;
4650000000;200;270;4;4;Bandung;
1950000000;126;108;3;2;Bandung;
5100000000;240;375;4;3;Bandung;
6750000000;300;650;3;4;Bandung;
4200000000;198;258;4;3;Bandung;
9500000000;473;550;4;4;Bandung;
4300000000;200;250;3;3;Bandung;
2850000000;198;220;3;2;Bandung;
6300000000;375;400;5;3;Bandung;
6000000000;240;375;5;6;Bandung;
9900000000;375;600;7;5;Bandung;
4650000000;200;270;4;4;Bandung;
4250000000;200;250;3;3;Bandung;
4850000000;513;350;7;5;Bandung;
2850000000;162;200;3;2;Bandung;
4600000000;182;200;4;2;Bandung;
4600000000;180;220;4;3;Bandung;
4100000000;240;260;4;6;Bandung;
3650000000;200;208;5;3;Bandung;
2500000000;145;250;5;3;Bandung;
4600000000;513;350;5;5;Bandung;
13500000000;600;650;5;3;Bandung;
1320000000;112;140;4;2;Bandung;
5500000000;570;300;4;4;Bandung;
670000000;72;45;2;1;Bandung;
3100000000;180;290;4;4;Bandung;
2700000000;268;254;4;3;Bandung;
3650000000;162;210;3;3;Bandung;
3950000000;200;250;4;2;Bandung;
5000000000;300;250;3;2;Bandung;
5850000000;300;425;4;3;Bandung;
7500000000;450;650;6;6;Bandung;
7590000000;450;650;6;6;Bandung;
2800000000;112;150;4;3;Bandung;
3750000000;175;210;4;3;Bandung;
12000000000;650;800;7;6;Bandung;
3800000000;240;180;3;2;Bandung;
5000000000;240;365;5;6;Bandung;
3900000000;180;220;4;3;Bandung;
2750000000;126;180;3;2;Bandung;
7600000000;400;450;3;3;Bandung;
5800000000;375;420;3;3;Bandung;
4500000000;200;300;4;3;Bandung;
3650000000;279;150;3;2;Bandung;
6500000000;300;350;4;3;Bandung;
10000000000;450;550;4;4;Bandung;
4990000000;300;250;3;2;Bandung;
4350000000;198;270;4;3;Bandung;
4650000000;240;365;5;6;Bandung;
7500000000;300;400;4;5;Bandung;
3500000000;225;300;4;3;Bandung;
4500000000;265;300;4;3;Bandung;
3500000000;240;160;3;3;Bandung;
3650000000;180;220;3;4;Bandung;
1950000000;128;108;4;3;Bandung;
3000000000;180;290;5;5;Bandung;
3500000000;180;300;4;3;Bandung;
2900000000;200;150;3;2;Bandung;
7000000000;370;450;4;3;Bandung;
6300000000;375;550;0;0;Bandung;
2850000000;162;200;3;2;Bandung;
1900000000;112;100;3;2;Bandung;
6200000000;360;400;5;4;Bandung;
2700000000;268;254;4;3;Bandung;
2750000000;192;350;4;4;Bandung;
3900000000;442;250;6;5;Bandung;
2500000000;200;120;3;2;Bandung;
3800000000;220;260;4;4;Bandung;
2500000000;200;160;4;2;Bandung;
3500000000;180;300;4;3;Bandung;
3500000000;250;200;13;4;Bandung;
2200000000;181;300;7;3;Bandung;
3500000000;162;225;5;3;Bandung;
10000000000;450;550;4;3;Bandung;
10000000000;450;550;4;3;Bandung;
2900000000;162;200;3;2;Bandung;
4800000000;300;230;4;3;Bandung;
1950000000;126;108;3;2;Bandung;
1950000000;126;108;3;2;Bandung;
1990000000;112;100;3;2;Bandung;
16000000000;600;800;4;4;Bandung;
1950000000;126;108;3;2;Bandung;
1800000000;125;150;3;2;Bandung;
7000000000;375;560;5;4;Bandung;
3950000000;180;202;4;4;Bandung;
6700000000;375;400;5;3;Bandung;
4500000000;513;350;5;4;Bandung;
3950000000;180;202;5;4;Bandung;
3100000000;180;300;4;3;Bandung;
6500000000;375;560;5;5;Bandung;
3150000000;180;290;4;3;Bandung;
1950000000;160;180;3;3;Bandung;
6000000000;240;245;3;3;Bandung;
850000000;127;150;3;2;Bandung;
2800000000;180;100;4;3;Bandung;
2200000000;181;200;7;4;Bandung;
6550000000;735;670;29;12;Bandung;
2400000000;130;150;3;3;Bandung;
3950000000;182;380;5;5;Bandung;
2850000000;162;200;3;2;Bandung;
1700000000;126;75;2;1;Bandung;
3500000000;240;180;3;2;Bandung;
2450000000;180;150;3;2;Bandung;
125000000;300;296;4;2;Bandung;
3150000000;180;290;4;4;Bandung;
2600000000;180;150;3;3;Bandung;
4800000000;300;180;3;2;Bandung;
4200000000;198;258;4;3;Bandung;
3150000000;180;290;4;4;Bandung;
2600000000;180;150;3;3;Bandung;
2450000000;110;140;4;3;Bandung;
4500000000;262;220;3;3;Bandung;
6000000000;300;350;5;4;Bandung;
5700000000;375;211;4;3;Bandung;
4300000000;200;250;3;3;Bandung;
8800000000;868;890;14;8;Bandung;
1450000000;70;120;3;3;Bandung;
9500000000;473;550;4;4;Bandung;
2200000000;133;200;3;2;Bandung;
2850000000;180;270;4;3;Bandung;
9500000000;473;550;4;4;Bandung;
3800000000;180;250;4;4;Bandung;
4300000000;200;250;3;3;Bandung;
13000000000;600;650;5;5;Bandung;
7000000000;375;500;4;4;Bandung;
9500000000;473;550;4;4;Bandung;
9500000000;473;550;0;0;Bandung;
9500000000;473;550;4;4;Bandung;
9500000000;473;550;4;4;Bandung;
3950000000;182;380;5;5;Bandung;
5700000000;375;211;4;3;Bandung;
8500000000;300;480;5;3;Bandung;
3250000000;278;235;3;2;Bandung;
8500000000;300;480;5;3;Bandung;
1700000000;126;75;2;1;Bandung;
2600000000;180;150;3;3;Bandung;
2850000000;162;200;3;2;Bandung;
2500000000;145;155;4;2;Bandung;
4900000000;507;500;4;4;Bandung;
1700000000;142;250;5;3;Bandung;
1350000000;152;260;3;2;Bandung;
9200000000;540;961;6;7;Bandung;
13000000000;600;650;5;5;Bandung;
7500000000;300;400;4;4;Bandung;
4450000000;225;500;5;4;Bandung;
3800000000;220;260;3;3;Bandung;
13000000000;600;650;5;5;Bandung;
3950000000;182;350;4;5;Bandung;
14000000000;450;875;6;5;Bandung;
13000000000;600;650;5;5;Bandung;
160000000;220;350;9;5;Bandung;
4250000000;325;185;3;3;Bandung;
3500000000;164;250;0;0;Bandung;
2000000000;91;120;3;3;Bandung;
6500000000;288;300;5;3;Bandung;
8500000000;396;600;6;7;Bandung;
9500000000;450;400;3;4;Bandung;
2890000000;200;150;3;2;Bandung;
2500000000;117;185;3;3;Bandung;
4800000000;300;200;4;3;Bandung;
13000000000;600;650;5;5;Bandung;
13000000000;600;650;5;5;Bandung;
2500000000;145;155;4;2;Bandung;
11000000000;450;550;4;3;Bandung;
4800000000;300;400;6;3;Bandung;
1900000000;140;180;3;2;Bandung;
600000000;60;110;3;1;Bandung;
1380000000;131;90;3;3;Bandung;
18000000000;715;1100;6;2;Bandung;
18000000000;715;1100;6;2;Bandung;
2500000000;145;155;4;2;Bandung;
11000000000;450;550;4;3;Bandung;
18000000000;715;1100;6;2;Bandung;
4250000000;260;260;5;3;Bandung;
18000000000;715;1100;6;2;Bandung;
2500000000;145;155;4;2;Bandung;
4350000000;225;500;5;4;Bandung;
2500000000;145;155;4;2;Bandung;
4250000000;325;185;3;3;Bandung;
7000000000;375;500;4;4;Bandung;
4800000000;375;203;5;3;Bandung;
2500000000;211;170;3;2;Bandung;
5850000000;300;425;4;3;Bandung;
2450000000;130;150;3;3;Bandung;
2850000000;180;270;4;3;Bandung;
1380000000;131;90;3;3;Bandung;
3000000000;268;254;3;3;Bandung;
4650000000;200;270;4;3;Bandung;
1930000000;87;115;3;3;Bandung;
2000000000;91;120;3;3;Bandung;
4720000000;300;400;5;2;Bandung;
4000000000;180;200;3;2;Bandung;
7000000000;390;500;6;4;Bandung;
9200000000;408;500;6;3;Bandung;
300000000;55;40;2;1;Bandung;
3950000000;180;202;4;4;Bandung;
1650000000;105;150;4;2;Bandung;
2600000000;180;150;3;3;Bandung;
1800000000;70;130;3;2;Bandung;
1550000000;104;140;4;2;Bandung;
2850000000;180;270;4;0;Bandung;
4800000000;300;230;4;3;Bandung;
3000000000;180;300;4;3;Bandung;
16700000000;587;488;16;13;Bandung;
2600000000;178;150;3;2;Bandung;
3250000000;147;220;3;3;Bandung;
1800000000;224;170;4;3;Bandung;
3100000000;195;220;3;2;Bandung;
4000000000;180;200;3;3;Bandung;
4000000000;180;200;3;3;Bandung;
2000000000;91;120;3;3;Bandung;
1600000000;84;60;3;2;Bandung;
9500000000;450;500;5;5;Bandung;
3950000000;180;202;4;3;Bandung;
2700000000;180;97;3;1;Bandung;
2600000000;140;250;3;3;Bandung;
2050000000;105;150;3;4;Bandung;
425000000;55;56;3;2;Bandung;
3000000000;220;240;3;2;Bandung;
7500000000;325;350;6;4;Bandung;
3200000000;180;130;2;2;Bandung;
3500000000;180;300;5;4;Bandung;
3100000000;183;280;5;3;Bandung;
2900000000;220;150;4;3;Bandung;
3600000000;180;250;4;3;Bandung;
1800000000;126;108;2;2;Bandung;
3050000000;157;165;3;3;Bandung;
2700000000;210;267;5;3;Bandung;
14000000000;400;535;4;4;Bandung;
3300000000;325;250;5;4;Bandung;
5000000000;325;350;5;3;Bandung;
4300000000;160;240;4;3;Bandung;
1290000000;111;65;2;1;Bandung;
